anio,conglome,vivienda,hogar,codperso,p207,p207_label,p208a,p301a,p301a_label,p301a1,p301a1_label,p505r4,p505r4_label,txt505,txt505b,p506r4,p506r4_label,txt506,p507,p507_label,p510,p510_label,txt505_clean,txt505b_clean,txt506_clean,texto_final,texto_concatenado,label_id,predicted_label,true_label,confidence
2022,017833,013,11,02,1,hombre,42,4.0,primaria completa,,,7391,"trabajadores especializados en la elaboración de productos de hule, caucho, plásticos y afines",ARTESANO EN PIEDRERIA,COLOCAR PIEDRAS PRECIOSAS A LAS JOYAS,3212,fabricación de joyas de imitación y artículos conexos,SERVICIO DE COLOCACIÓN DE PIEDRERIA A LAS JOYAS EN TALLER,4.0,obrero,6.0,empresa o patrono privado,artesano en piedreria,colocar piedras preciosas a las joyas,servicio de colocación de piedreria a las joyas en taller,artesano en piedreria colocar piedras preciosas a las joyas servicio de colocación de piedreria a las joyas en taller,"artesano en piedreria colocar piedras preciosas a las joyas servicio de colocación de piedreria a las joyas en taller , edad: 42 años , educación: primaria completa , desempeño: obrero",267.0,7312,7391,0.5701056
2023,008545,019,11,01,1,hombre,61,10.0,superior universitaria completa,591026.0,ingeniería pesquera,8342,operadores de máquinas de movimiento de tierras y afines,OPERADOR DE MAQUINARIA PESADA,OPERAR EQUIPOS,2432,fundición de metales no ferrosos,FUNDICION DE MINERAL COBRE,4.0,obrero,6.0,empresa o patrono privado,operador de maquinaria pesada,operar equipos,fundición de mineral cobre,operador de maquinaria pesada operar equipos fundición de mineral cobre,"operador de maquinaria pesada operar equipos fundición de mineral cobre , edad: 61 años , educación: superior universitaria completa , desempeño: obrero",309.0,8343,8342,0.6554498
2024,016078,037,11,03,1,hombre,21,7.0,superior no universitaria incompleta,131015.0,educación fisica,9511,vendedores ambulantes de productos alimenticios manufacturados,VENDEDOR DE LECHE FRESCA DE VACA,RECOLECTAR LECHE EN EL CAMINO VENDER A VENDEDOR MINORISTA,4799,"otros tipos de venta al por menor no realizada en almacenes, puestos de venta o mercados",VENTA DE LECHE FRESCA POR MAYOR A VENDEDOR MINORISTA DE FORMA AMBULATO,1.0,empleador o patrono,,<NA>,vendedor de leche fresca de vaca,recolectar leche en el camino vender a vendedor minorista,venta de leche fresca por mayor a vendedor minorista de forma ambulato,vendedor de leche fresca de vaca recolectar leche en el camino vender a vendedor minorista venta de leche fresca por mayor a vendedor minorista de forma ambulato,"vendedor de leche fresca de vaca recolectar leche en el camino vender a vendedor minorista venta de leche fresca por mayor a vendedor minorista de forma ambulato , edad: 21 años , educación: superior no universitaria incompleta , desempeño: empleador o patrono",334.0,9524,9511,0.97721875
2022,017526,148,11,01,1,hombre,65,7.0,superior no universitaria incompleta,342025.0,contabilidad,9629,otras ocupaciones elementales,AUXILIAR DE ARQUEOLOGIA,DEFINIR LOS PISOS BAJAR CAPA LIMPIAR DEFINIR ESTRUCTURA CERAMICA HUESO,8412,"regulación de las act de organis que prestan serv salud, educ, cultur y otros serv sociales,excepto serv de segur social",MINISTERIO DE CULTURA,4.0,obrero,2.0,administración pública,auxiliar de arqueologia,definir los pisos bajar capa limpiar definir estructura ceramica hueso,ministerio de cultura,auxiliar de arqueologia definir los pisos bajar capa limpiar definir estructura ceramica hueso ministerio de cultura,"auxiliar de arqueologia definir los pisos bajar capa limpiar definir estructura ceramica hueso ministerio de cultura , edad: 65 años , educación: superior no universitaria incompleta , desempeño: obrero",356.0,7119,9629,0.18767893
2023,019875,004,11,01,1,hombre,40,6.0,secundaria completa,,,7111,albañiles y constructores de casas y grandes obras civiles,MAESTRO ALBAÑIL,PREPARAR MEZCLA LAMPEAR TARRAJEAR,4100,construcción de edificios,CONSTRUCCION DE VIVIENDA PARTICULAR,2.0,trabajador independiente,,<NA>,maestro albañil,preparar mezcla lampear tarrajear,construccion de vivienda particular,maestro albañil preparar mezcla lampear tarrajear construccion de vivienda particular,"maestro albañil preparar mezcla lampear tarrajear construccion de vivienda particular , edad: 40 años , educación: secundaria completa , desempeño: trabajador independiente",226.0,7119,7111,0.9397783
2020,015499,105,11,01,1,hombre,30,6.0,secundaria completa,,,7113,carpinteros de armar y armados de casas,CARPINTERO CORTADOR DE MADERA,CORTAR TABLAS LISTONES  ARBOLES  TRONCOS PARA LEÑA ARMAZONES,1622,fabricación de partes y piezas de carpintería para edificios y construcciones,SERVICIO DE CORTADO DE MADERA  A PEDIDO  DEL CLIENTE,2.0,trabajador independiente,,<NA>,carpintero cortador de madera,cortar tablas listones árboles troncos para leña armazones,servicio de cortado de madera a pedido del cliente,carpintero cortador de madera cortar tablas listones árboles troncos para leña armazones servicio de cortado de madera a pedido del cliente,"carpintero cortador de madera cortar tablas listones árboles troncos para leña armazones servicio de cortado de madera a pedido del cliente , edad: 30 años , educación: secundaria completa , desempeño: trabajador independiente",228.0,7322,7113,0.69145197
2020,005569,083,11,01,1,hombre,52,8.0,superior no universitaria completa,524015.0,electricidad,3129,"otros supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",SUPERVISOR DE PERSONAL,SUPERVISAR PERSONAL REALIZAR REVISION DE EQUIPOS DE MEDICION,0729,extracción de otros minerales metalíferos no ferrosos,EXTRACCION VENTA DE MINERAL,3.0,empleado,6.0,empresa o patrono privado,supervisor de personal,supervisar personal realizar revisión de equipos de medición,extracción venta de mineral,supervisor de personal supervisar personal realizar revisión de equipos de medición extracción venta de mineral,"supervisor de personal supervisar personal realizar revisión de equipos de medición extracción venta de mineral , edad: 52 años , educación: superior no universitaria completa , desempeño: empleado",103.0,3121,3129,0.40421563
2023,017941,072,11,01,1,hombre,53,9.0,superior universitaria incompleta,351016.0,derecho,8322,"conductores de automóviles, taxis y camionetas",CHOFER DE MOVILIDAD ESCOLAR,CONDUCIR TRANSPORTAR COLEGIALES,4922,otros tipos de transporte terrestre de pasajeros,SERVICIO DE MOVILIDAD ESCOLAR EN MINIBAN,4.0,obrero,6.0,empresa o patrono privado,chofer de movilidad escolar,conducir transportar colegiales,servicio de movilidad escolar en miniban,chofer de movilidad escolar conducir transportar colegiales servicio de movilidad escolar en miniban,"chofer de movilidad escolar conducir transportar colegiales servicio de movilidad escolar en miniban , edad: 53 años , educación: superior universitaria incompleta , desempeño: obrero",305.0,8331,8322,0.63060415
2024,017047,027,11,05,1,hombre,21,7.0,superior no universitaria incompleta,526165.0,mecanica automotriz,7221,herreros y forjadores,AYUDANTE DE ARMADOR DE ESTRUCTURA METALICA,COLOCAR ZAPATA METALICA,2511,fabricación de productos metálicos para uso estructural,FABRICACIÓN Y ARMADO DE ESTRUCTURAS METALICAS,4.0,obrero,6.0,empresa o patrono privado,ayudante de armador de estructura metalica,colocar zapata metalica,fabricación y armado de estructuras metalicas,ayudante de armador de estructura metalica colocar zapata metalica fabricación y armado de estructuras metalicas,"ayudante de armador de estructura metalica colocar zapata metalica fabricación y armado de estructuras metalicas , edad: 21 años , educación: superior no universitaria incompleta , desempeño: obrero",241.0,7212,7221,0.51144356
2024,015835,053,11,01,1,hombre,51,10.0,superior universitaria completa,121076.0,educación secundaria - ciencia tecnologia y ambiente,2320,profesores de formación profesional,PROFESOR DE SECUNDARIA DE CIENCIAS Y TECNOLOGÍA,PREPARAR CLASES DICTADO EVALUAR,8521,enseñanza secundaria de formación general,INSTITUCIÓN EDUCATIVA SECUNDARIA ESTATAL,3.0,empleado,2.0,administración pública,profesor de secundaria de ciencias y tecnología,preparar clases dictado evaluar,institución educativa secundaria estatal,profesor de secundaria de ciencias y tecnología preparar clases dictado evaluar institución educativa secundaria estatal,"profesor de secundaria de ciencias y tecnología preparar clases dictado evaluar institución educativa secundaria estatal , edad: 51 años , educación: superior universitaria completa , desempeño: empleado",59.0,2330,2320,0.9964477
2020,009972,028,11,01,1,hombre,45,4.0,primaria completa,,,9534,vendedor ambulante de combustibles y lubricantes,VENDEDOR DE LEÑA,VENDER LEÑA DE ALGARROBO,4799,"otros tipos de venta al por menor no realizada en almacenes, puestos de venta o mercados",VENTA DE LEÑA DE ALGARROBO A PEDIDO A PANADERIA,2.0,trabajador independiente,,<NA>,vendedor de leña,vender leña de algarrobo,venta de leña de algarrobo a pedido a panaderia,vendedor de leña vender leña de algarrobo venta de leña de algarrobo a pedido a panaderia,"vendedor de leña vender leña de algarrobo venta de leña de algarrobo a pedido a panaderia , edad: 45 años , educación: primaria completa , desempeño: trabajador independiente",342.0,5245,9534,0.32819483
2023,020048,027,11,01,1,hombre,58,8.0,superior no universitaria completa,121065.0,educación secundaria - ciencias sociales,2311,profesores de universidades,PROFESOR DE CIENCIAS SOCIALES,PREPARAR CLASE DICTAR REVISAR,8530,enseñanza superior,CENTRO DE ENSEÑANZA PEDAGOGICA,3.0,empleado,2.0,administración pública,profesor de ciencias sociales,preparar clase dictar revisar,centro de enseñanza pedagógica,profesor de ciencias sociales preparar clase dictar revisar centro de enseñanza pedagógica,"profesor de ciencias sociales preparar clase dictar revisar centro de enseñanza pedagógica , edad: 58 años , educación: superior no universitaria completa , desempeño: empleado",57.0,2330,2311,0.31940433
2024,016082,055,11,01,1,hombre,61,4.0,primaria completa,,,7421,reparadores de equipos electrónicos y afines,ELECTRICISTA,ARREGLAR TV DVD,9521,reparación de aparatos electrónicos de consumo,SERVICIO DE REPARACION DE RADIOTECNICO,2.0,trabajador independiente,,<NA>,electricista,arreglar tv dvd,servicio de reparación de radiotecnico,electricista arreglar tv dvd servicio de reparación de radiotecnico,"electricista arreglar tv dvd servicio de reparación de radiotecnico , edad: 61 años , educación: primaria completa , desempeño: trabajador independiente",272.0,7411,7421,0.6697817
2021,018324,003,11,01,1,hombre,70,6.0,secundaria completa,,,9629,otras ocupaciones elementales,COMPONEDOR DE ZAPATO ZAPATILLA,COMPONER ZAPAPATO ZAPATILLA,9523,reparación de calzado y artículos de cuero,SERVICIO DE COMPUSTURA DE ZAPATO ZAPATILLA EN VIVIENDA,2.0,trabajador independiente,,<NA>,componedor de zapato zapatilla,componer zapapato zapatilla,servicio de compostura de zapato zapatilla en vivienda,componedor de zapato zapatilla componer zapapato zapatilla servicio de compostura de zapato zapatilla en vivienda,"componedor de zapato zapatilla componer zapapato zapatilla servicio de compostura de zapato zapatilla en vivienda , edad: 70 años , educación: secundaria completa , desempeño: trabajador independiente",356.0,7362,9629,0.97455853
2022,019055,003,11,01,1,hombre,39,10.0,superior universitaria completa,511076.0,ing de sistemas y computacion (se incluye la carrera de ing de computación y sistemas e ing de sistemas y cómputo),8114,operadores de máquinas para fabricar cemento y otros productos minerales,MARMOLERO,TALLAR LAPIDAS IMAGENES EN MARMOL SEGUN MODELO DEL CLIENTE,2396,"corte, tallado y acabado de piedra",FABRICACION DE LAPIDAS EN TALLER,2.0,trabajador independiente,,<NA>,marmolejo,tallar lapidas imágenes en mármol según modelo del cliente,fabricación de lapidas en taller,marmolejo tallar lapidas imágenes en mármol según modelo del cliente fabricación de lapidas en taller,"marmolejo tallar lapidas imágenes en mármol según modelo del cliente fabricación de lapidas en taller , edad: 39 años , educación: superior universitaria completa , desempeño: trabajador independiente",287.0,7312,8114,0.7100198
2021,009669,030,11,02,1,hombre,29,5.0,secundaria incompleta,,,7126,instaladores de vidrio y cristaleros,VIDRIERO,INSTALAR REPARAR Y CORTAR VIDRIO PARA VITRINA MOSTRADOR PUERTA VENTANA,2310,fabricación de vidrio y productos de vidrio,FABRICACION DE Y VENTA DE VITRINA MOSTRADOR PUERTA VENTANA ARMARIO REP,4.0,obrero,6.0,empresa o patrono privado,vidriero,instalar reparar y cortar vidrio para vitrina mostrador puerta ventana,fabricación de y venta de vitrina mostrador puerta ventana armario rep,vidriero instalar reparar y cortar vidrio para vitrina mostrador puerta ventana fabricación de y venta de vitrina mostrador puerta ventana armario rep,"vidriero instalar reparar y cortar vidrio para vitrina mostrador puerta ventana fabricación de y venta de vitrina mostrador puerta ventana armario rep , edad: 29 años , educación: secundaria incompleta , desempeño: obrero",234.0,8181,7126,0.57817924
2021,015831,004,11,02,2,mujer,70,1.0,sin nivel,,,9521,vendedores ambulantes de productos agrícolas comestibles,VENDEDORA DE CULANTRO HIERBABUENA CEBOLLA CHINA,COMPRAR LAS VERDURAS  VENDER OFRECER COBRAR,4799,"otros tipos de venta al por menor no realizada en almacenes, puestos de venta o mercados",VENTA DE CULANTRO HIERBABUENA CEBOLLA CHINA MANZANILLA EN RAMA AL POR,2.0,trabajador independiente,,<NA>,vendedora de culantro hierbabuena cebolla china,comprar las verduras vender ofrecer cobrar,venta de culantro hierbabuena cebolla china manzanilla en rama al por,vendedora de culantro hierbabuena cebolla china comprar las verduras vender ofrecer cobrar venta de culantro hierbabuena cebolla china manzanilla en rama al por,"vendedora de culantro hierbabuena cebolla china comprar las verduras vender ofrecer cobrar venta de culantro hierbabuena cebolla china manzanilla en rama al por , edad: 70 años , educación: sin nivel educativo , desempeño: trabajador independiente",336.0,5213,9521,0.99852496
2022,019438,071,11,01,1,hombre,47,10.0,superior universitaria completa,511026.0,ingeniería de sistemas,4110,jefes de empleados administrativos,ADMINISTRADOR ENCARGADO DE ARCHIVO GENERAL,CODIFICAR CODIGOS ORDENAR DOCUMENTOS ARCHIVAR DOCUMENTO,3600,"captación, tratamiento y suministro de agua",EMPRESA MUNICIPAL DE SANEAMIENTO BASICO DE AGUA,3.0,empleado,3.0,empresa pública,administrador encargado de archivo general,codificar codigos ordenar documentos archivar documento,empresa municipal de saneamiento basico de agua,administrador encargado de archivo general codificar codigos ordenar documentos archivar documento empresa municipal de saneamiento basico de agua,"administrador encargado de archivo general codificar codigos ordenar documentos archivar documento empresa municipal de saneamiento basico de agua , edad: 47 años , educación: superior universitaria completa , desempeño: empleado",158.0,3314,4110,0.5325498
